DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL RAINFALL,AVG_TEMP,HUMIDITY,ELEVATION,FLOOD_RISK_INDEX,FLOODS
Kalaburagi,2006,15.789,19.121,36.406,49.265,118.947,420.808,488.844,378.462,185.32,96.876,60.533,15.672,1815.136,16.51,85.78,1277.48,0.446,NO
Suryapet,2004,18.036,19.811,39.136,57.445,126.535,399.007,457.169,379.818,223.372,80.416,49.014,15.383,1799.654,19.81,80.2,911.67,0.468,NO
Chennai,2004,19.078,21.447,41.017,59.315,157.723,384.693,523.624,383.2,202.392,91.717,54.872,17.017,1983.626,25.94,85.43,70.74,0.64,NO
Hubballi,2004,20.33,19.112,47.471,60.481,132.412,367.962,458.211,449.116,271.636,82.607,75.328,20.803,2064.402,24.59,74.64,50.37,0.608,YES
Junagadh,2002,20.802,17.358,34.031,55.212,137.067,385.722,526.997,310.707,247.018,99.214,58.386,16.331,1887.288,18.96,60.43,973.45,0.386,YES
Kutch,2006,26.049,30.115,42.713,68.822,207.273,598.03,655.003,523.84,372.035,154.101,82.043,24.833,2830.957,27.45,81.42,53.66,0.779,YES
Erode,2021,10.881,8.262,20.247,31.862,66.333,178.487,198.798,190.835,97.145,48.867,22.685,7.893,948.258,21.08,39.71,294.38,0.213,NO
Solapur,1998,24.287,25.985,46.581,79.472,158.39,583.845,519.543,445.256,326.534,116.763,78.745,20.803,2397.189,26.84,77.02,3.26,0.687,NO
Anand,2009,5.788,6.779,10.954,16.862,44.28,144.798,165.795,125.274,78.026,26.42,18.078,6.679,639.691,27.2,44.71,104.88,0.205,NO
Rajkot,2015,3.933,4.077,8.223,11.787,20.132,79.423,91.373,73.868,44.387,19.77,9.832,3.183,384.19,29.21,52.48,364.95,0.157,NO
Gorakhpur,2016,6.651,8.289,14.517,23.923,55.684,157.834,199.758,143.882,97.179,39.402,19.16,7.636,759.054,28.34,45.92,247.64,0.212,NO
Howrah,2010,19.326,20.527,39.339,57.446,158.706,416.226,492.466,348.489,238.267,89.725,49.128,18.821,1961.891,33.0,87.27,104.07,0.639,YES
Siliguri,2007,28.188,32.2,64.072,93.443,202.563,579.553,770.38,621.438,362.815,153.393,86.988,28.37,2919.399,28.69,76.52,23.41,0.777,YES
Mangaluru,2002,21.127,26.233,50.389,82.264,177.239,550.59,552.326,490.786,302.575,121.527,105.911,21.646,2715.667,26.54,75.45,49.87,0.731,YES
Bharatpur,2005,26.934,27.743,48.233,78.204,187.394,511.453,519.395,525.15,332.167,152.185,65.257,24.796,2523.036,22.98,93.12,921.06,0.657,YES
Pune,1998,7.177,7.125,11.985,23.971,55.401,149.362,172.271,140.839,83.892,30.98,23.105,7.214,719.708,17.61,58.48,143.29,0.276,NO
Adilabad,2001,4.451,4.273,7.492,11.339,32.985,87.961,100.165,87.967,45.624,23.086,10.799,4.247,416.494,28.25,61.3,47.8,0.246,NO
Goalpara,2008,6.78,6.883,14.644,22.687,46.136,110.105,142.351,132.231,82.773,35.661,21.017,7.486,687.417,30.81,39.37,101.05,0.19,YES
Rangareddy,1996,7.461,6.382,13.1,17.514,44.494,129.049,160.475,116.942,77.111,31.898,19.566,6.068,632.167,27.18,51.17,457.15,0.184,NO
Kolkata,2024,27.493,33.442,55.226,91.213,219.645,469.48,672.891,540.804,395.936,163.172,70.413,24.701,2746.311,26.43,79.21,35.67,0.756,NO
Dibrugarh,2007,14.543,12.279,27.591,38.015,80.973,292.907,300.337,255.748,137.826,57.583,39.096,11.723,1295.538,29.35,70.5,252.71,0.421,NO
Nalanda,2005,6.409,5.953,12.023,16.219,37.953,116.335,101.588,106.321,54.669,28.481,14.776,5.502,556.964,31.39,42.78,199.07,0.168,YES
Mangaluru,1993,23.628,29.63,63.583,84.918,199.16,516.365,607.502,418.636,316.805,125.74,79.531,24.086,2592.872,30.6,67.54,54.88,0.673,YES
Jhansi,2014,9.361,9.727,25.375,39.395,64.912,205.295,227.023,221.395,133.18,54.375,31.344,11.272,1100.235,22.5,48.98,254.81,0.288,NO
Agra,2021,6.664,6.69,14.039,18.113,41.23,137.044,147.612,122.45,70.962,36.592,19.866,5.546,625.613,34.45,63.86,161.11,0.281,NO
Pune,2002,11.466,11.932,20.36,35.622,79.062,201.254,248.077,260.748,126.069,63.118,36.662,10.753,1146.767,23.88,34.67,359.66,0.217,NO
Barpeta,2006,3.334,3.279,6.926,9.692,21.488,71.908,85.18,59.418,37.429,17.939,10.953,3.119,317.512,24.11,37.71,362.94,0.079,NO
Shivamogga,1995,33.875,33.466,57.492,101.84,177.436,704.768,849.557,452.2,350.203,133.055,86.965,32.732,3230.0,33.49,82.2,31.53,0.859,YES
Jhansi,2008,29.596,26.507,48.494,81.038,187.368,577.012,682.887,504.37,256.896,143.031,74.675,22.965,2520.443,30.49,82.32,4.08,0.733,YES
Thanjavur,2002,4.631,5.113,12.02,16.658,44.454,134.264,113.602,103.79,70.292,33.164,15.88,5.908,577.751,37.68,49.87,137.28,0.212,NO
Tezpur,2015,5.405,6.015,12.3,17.608,49.42,135.771,146.821,118.166,78.601,30.477,18.222,5.65,606.648,29.92,53.94,190.03,0.229,NO
Khammam,2003,31.398,27.728,55.455,91.441,210.279,594.477,606.19,606.576,284.129,163.261,83.952,30.095,2962.371,30.97,78.9,0.0,0.799,YES
Aurangabad,2020,6.196,6.781,11.571,23.387,42.885,143.089,146.123,126.398,73.017,30.927,20.569,6.886,657.816,34.96,34.79,209.94,0.149,NO
Tinsukia,1993,10.75,9.428,20.926,28.365,82.908,187.467,246.045,207.786,111.292,54.919,34.44,9.417,1032.934,24.61,57.81,385.93,0.298,NO
Suryapet,1997,9.479,11.383,20.632,29.834,65.756,195.867,250.493,216.379,121.991,46.216,28.911,9.032,1016.867,19.58,71.94,145.1,0.391,NO
Kota,2014,5.539,6.878,14.007,17.39,32.797,122.654,149.686,142.423,67.857,26.871,15.157,6.075,561.292,31.66,28.41,170.46,0.108,YES
Purnia,2002,6.525,6.48,12.631,24.339,44.631,142.318,173.937,103.435,97.463,27.09,18.153,6.312,665.009,31.14,40.42,267.71,0.168,NO
Mahbubnagar,2021,19.059,20.079,37.926,70.012,152.346,385.479,470.756,387.772,224.272,90.429,67.415,19.748,2054.951,28.98,80.09,49.05,0.632,NO
Malda,2017,6.202,6.005,13.662,19.501,43.274,146.712,138.636,117.083,76.27,32.349,16.326,5.946,596.614,30.0,38.44,215.68,0.153,NO
Madurai,2019,21.502,26.455,45.751,71.32,144.348,396.892,513.639,452.602,295.437,92.014,77.114,23.356,2145.471,26.45,77.38,46.87,0.636,YES
Durgapur,1992,25.911,25.754,45.194,69.758,176.095,459.302,602.626,439.807,304.487,116.109,67.801,21.609,2355.364,18.17,78.25,1036.33,0.544,YES
Hyderabad,2017,10.192,9.477,22.761,30.796,76.104,244.9,269.685,214.922,130.355,56.189,31.223,11.849,1091.829,28.76,61.33,536.87,0.304,NO
Delhi,1992,23.639,22.069,45.071,78.009,152.612,486.319,611.281,416.544,239.519,112.912,75.647,19.904,2333.589,18.7,84.74,67.24,0.701,NO
Akola,2023,10.106,11.816,19.777,36.613,98.048,203.379,317.555,228.697,122.34,64.176,34.566,12.389,1107.179,19.18,65.54,0.0,0.399,YES
Nagaon,2005,22.256,17.834,38.048,48.051,120.323,357.615,460.227,283.797,249.834,95.854,56.877,21.721,1802.76,14.45,83.29,1066.25,0.461,NO
Mangaluru,2011,28.308,23.991,45.943,77.63,196.971,479.944,663.14,570.316,321.198,102.37,64.347,29.19,2435.925,21.96,76.77,102.93,0.679,YES
Churu,2021,17.958,18.349,37.544,60.92,114.607,340.598,399.431,281.935,221.897,81.126,58.419,16.685,1776.31,27.57,93.03,51.46,0.639,YES
Ajmer,1997,6.438,8.224,15.657,21.949,51.507,157.729,217.636,154.767,93.469,35.498,21.791,5.208,743.952,28.24,43.21,28.95,0.227,NO
Vadodara,1997,8.739,8.621,17.191,27.841,65.68,172.423,271.58,204.537,118.175,51.359,23.97,7.963,964.887,28.1,68.04,146.78,0.364,YES
Akola,1995,20.469,22.593,36.692,67.059,127.741,339.071,500.881,286.445,206.098,83.683,48.172,17.337,1824.658,24.34,74.92,47.03,0.566,NO
Kota,2003,4.239,4.659,9.097,10.388,35.437,92.653,103.398,93.469,44.877,22.336,9.967,3.993,411.924,23.15,28.61,120.7,0.088,NO
Rajkot,2021,4.83,4.055,8.148,11.98,29.165,76.403,123.064,74.811,52.654,23.048,11.812,3.631,425.019,30.66,61.7,362.15,0.207,YES
Mumbai,2024,20.617,21.016,47.786,64.676,153.214,376.144,536.453,500.511,291.372,103.908,71.096,21.576,2188.223,29.54,78.14,18.09,0.651,YES
Aurangabad,1999,6.469,5.977,11.126,16.595,45.381,90.573,170.351,120.21,69.154,33.868,13.364,6.443,615.853,32.32,32.25,195.38,0.131,YES
Raichur,1992,9.079,6.73,14.89,24.458,46.021,159.83,247.391,161.095,96.347,34.303,26.51,5.674,779.958,20.32,55.96,299.14,0.255,NO
Solapur,2001,10.184,11.157,15.332,24.487,60.976,232.485,239.261,222.748,131.67,42.619,29.469,9.988,1022.102,29.31,53.19,532.17,0.255,NO
Darjeeling,2020,17.806,17.326,33.659,56.741,132.225,289.743,404.518,339.885,205.006,89.367,52.718,17.949,1694.051,20.54,73.71,964.61,0.412,YES
Kota,2018,5.166,4.685,9.318,16.483,32.077,103.57,111.436,99.663,60.217,25.674,16.766,4.34,482.18,26.02,41.72,313.77,0.134,NO
Mumbai,1994,31.895,33.507,67.031,91.359,228.441,627.322,843.776,623.56,374.695,161.386,89.571,29.04,3142.56,26.12,73.2,42.39,0.801,YES
Arrah,2014,9.063,10.308,19.363,30.419,82.202,203.453,294.087,217.04,121.86,46.917,30.992,10.029,1044.922,22.44,60.63,281.66,0.327,NO
Silchar,2020,12.227,13.085,24.12,30.368,76.948,213.693,257.207,216.663,129.455,64.703,33.876,11.836,1093.258,22.75,59.87,244.15,0.337,YES
Agra,2010,24.238,23.595,49.865,63.369,168.304,524.849,508.919,423.86,252.339,133.336,58.816,22.18,2193.833,31.29,88.12,0.0,0.7,YES
Thanjavur,2009,12.135,10.93,20.837,31.852,78.93,218.939,330.865,219.141,131.348,60.108,35.704,8.096,1156.537,28.08,74.46,451.02,0.387,YES
Adilabad,2011,10.464,10.881,20.602,37.689,68.22,253.287,225.89,231.054,159.029,53.892,34.46,12.638,1145.992,21.57,60.06,407.96,0.325,YES
Durgapur,1993,21.408,20.051,38.218,57.267,117.301,349.364,488.324,399.902,293.595,104.912,56.351,20.456,1946.283,18.64,78.68,993.04,0.477,NO
Kota,2002,2.624,3.213,6.809,10.221,22.156,67.356,77.515,66.246,34.635,14.133,10.767,3.127,318.623,32.4,34.52,153.25,0.093,NO
Adilabad,2009,4.304,3.799,7.316,11.693,30.081,65.436,105.189,88.057,45.102,21.108,12.569,3.765,412.213,21.9,51.59,76.92,0.198,NO
Murshidabad,2002,13.384,13.565,24.802,39.333,94.865,279.476,403.77,245.375,185.07,61.824,40.742,14.833,1358.395,28.4,87.33,218.45,0.514,YES
Siliguri,2006,23.229,17.01,49.329,68.905,147.081,439.158,579.992,471.06,281.661,103.29,66.665,20.373,2224.902,33.93,74.28,48.97,0.636,NO
Purnia,2022,33.677,30.516,65.29,89.017,220.836,613.603,687.082,693.843,400.452,136.55,86.15,29.42,3127.995,28.95,76.95,59.48,0.812,YES
Thanjavur,1990,25.819,24.793,46.617,57.618,166.992,464.001,550.687,516.598,268.299,127.543,65.928,20.863,2281.441,27.45,81.23,64.02,0.676,YES
Sikar,2004,22.404,25.389,51.413,69.448,162.869,572.032,687.306,605.565,257.452,149.823,70.734,22.227,2559.286,23.44,80.92,22.64,0.731,NO
Thane,2002,24.858,19.741,53.757,74.006,157.816,533.634,598.068,486.745,309.273,113.609,65.077,23.935,2425.132,21.09,80.57,23.9,0.705,YES
Guwahati,2006,6.822,7.548,14.196,22.926,50.264,152.38,217.462,146.047,98.293,32.307,22.883,7.237,788.799,23.96,53.14,289.12,0.245,NO
Raichur,2013,21.804,20.481,47.105,62.732,168.819,342.86,544.139,439.391,235.822,108.404,68.171,24.035,2167.836,29.48,72.99,39.76,0.621,NO
Bharatpur,1997,21.55,21.208,41.698,66.88,140.75,476.957,464.575,440.793,229.472,110.382,71.929,22.593,2218.303,27.51,75.72,70.3,0.639,YES
Pune,2016,9.745,11.113,15.067,30.901,66.551,217.654,193.639,197.749,116.441,56.539,28.646,10.14,1037.016,30.91,68.3,89.54,0.386,NO
Jodhpur,2012,6.381,6.321,12.616,19.124,44.347,156.826,129.997,116.687,75.67,35.204,20.82,6.993,633.563,31.48,65.34,257.71,0.276,YES
Adilabad,1997,25.243,28.477,47.628,82.958,180.683,517.136,549.65,416.96,295.156,125.483,67.477,27.678,2533.263,25.61,82.69,51.81,0.731,YES
Raichur,1997,22.819,26.298,48.27,80.43,153.219,417.51,655.186,539.763,307.791,113.348,79.645,26.28,2486.649,31.77,78.31,31.45,0.705,NO
Erode,2015,26.435,31.182,60.534,90.462,179.999,645.942,705.555,558.161,374.397,145.949,76.671,34.406,2984.151,29.77,84.14,59.65,0.819,YES
Vellore,2002,25.74,25.114,50.173,75.612,177.859,560.72,728.585,488.721,322.41,133.717,80.701,28.365,2516.535,23.26,73.22,67.75,0.682,YES
Mumbai,2017,24.773,23.781,42.76,70.563,143.085,477.626,588.936,391.212,261.089,105.68,73.299,22.157,2282.855,25.02,79.84,0.0,0.679,YES
Khammam,2014,6.438,7.84,15.322,22.797,46.748,158.936,185.519,147.515,78.738,32.943,29.272,6.64,750.565,24.04,54.04,592.32,0.201,NO
Barpeta,2005,10.4,12.668,25.85,35.904,84.653,260.391,341.408,226.629,151.858,65.869,38.584,12.271,1317.612,33.06,57.17,293.52,0.359,NO
Katihar,1991,21.255,27.779,36.296,78.332,146.837,485.032,596.691,424.414,278.725,113.71,71.244,26.718,2368.241,30.22,77.18,63.83,0.674,NO
Goalpara,2007,9.771,7.897,17.699,28.275,57.282,181.329,264.737,151.566,107.556,38.458,24.057,8.147,855.357,21.88,48.9,365.08,0.228,NO
Karimnagar,2006,8.707,10.027,15.679,27.535,53.099,159.421,235.798,182.703,95.928,39.162,26.184,7.792,833.739,38.67,77.0,325.11,0.356,NO
Patna,2019,12.41,12.512,25.606,36.825,76.332,301.175,352.64,258.433,144.873,73.018,40.935,12.19,1303.548,29.14,53.78,221.72,0.351,NO
Bharatpur,2002,23.861,22.891,46.026,73.996,166.921,492.944,671.753,480.667,336.572,127.1,66.45,19.27,2270.81,24.44,76.87,52.77,0.656,YES
Bengaluru,2021,13.979,10.864,25.34,40.133,77.964,233.808,278.716,301.041,160.709,57.867,31.664,11.389,1247.616,24.81,59.42,300.55,0.356,NO
Raichur,2018,22.566,22.742,51.97,62.044,186.875,394.571,597.445,448.043,317.678,137.734,78.077,25.144,2407.837,26.45,81.04,58.52,0.699,YES
Bhagalpur,2019,6.792,7.915,12.561,21.873,54.152,152.369,183.702,146.582,91.221,34.432,23.924,8.415,697.905,22.64,76.14,529.65,0.299,YES
Bareilly,2007,13.86,16.333,30.211,47.679,120.492,356.067,418.043,361.667,189.001,81.571,54.302,16.44,1700.252,23.91,76.36,878.1,0.437,NO
Darjeeling,2002,15.594,21.897,39.162,54.581,136.493,372.974,376.463,363.518,199.28,90.519,55.877,19.606,1790.162,19.62,79.43,632.82,0.5,NO
Gandhinagar,2010,22.12,22.21,46.751,84.397,165.532,517.039,610.056,471.388,298.431,132.412,78.578,21.573,2453.932,30.79,70.77,51.34,0.662,NO
Jhansi,2019,25.259,28.425,50.371,81.612,200.856,496.816,607.216,509.81,331.034,120.256,64.913,25.319,2444.007,27.63,81.52,27.93,0.712,YES
Nadia,2010,4.936,4.698,9.431,13.499,30.877,101.822,92.783,91.17,48.88,22.511,13.909,4.746,451.708,28.56,37.4,88.84,0.139,NO
Vellore,2006,8.151,9.155,16.245,21.553,62.084,166.16,181.653,172.498,91.065,43.946,21.071,7.937,803.748,23.61,52.59,188.74,0.259,NO
Arrah,2008,26.12,22.372,52.706,82.888,171.732,520.542,576.279,644.172,300.703,129.362,73.116,23.389,2504.295,28.05,74.06,8.17,0.692,YES
Medak,2004,6.372,4.413,9.503,17.993,39.184,126.054,137.76,96.801,69.274,28.278,15.547,6.268,581.142,26.88,41.64,71.42,0.184,YES
Bhavnagar,1998,2.906,2.529,4.752,8.717,17.764,50.738,69.388,56.389,35.367,15.513,8.028,2.971,280.611,29.88,48.83,346.07,0.124,NO
Purnia,1999,13.017,14.807,24.248,41.826,85.064,240.919,316.074,209.255,174.655,60.456,37.912,11.966,1324.766,23.72,64.32,458.25,0.371,NO
Darjeeling,2020,7.567,7.095,14.582,21.082,49.185,142.794,189.152,122.345,78.189,30.918,21.974,7.215,691.013,15.97,76.59,986.82,0.238,NO
Nadia,2012,10.92,7.59,19.495,23.289,85.232,206.351,233.882,201.271,122.036,61.012,29.976,10.377,1018.812,24.57,53.77,137.54,0.311,NO
Madurai,2019,25.271,32.531,62.177,64.828,204.104,561.36,619.501,483.919,256.93,142.955,69.637,27.697,2686.435,22.67,76.38,0.0,0.737,NO
Siliguri,2022,20.128,19.887,45.4,76.234,145.971,449.058,570.474,448.174,279.436,113.117,55.96,25.533,2258.659,32.07,77.91,41.53,0.66,YES
Rangareddy,1998,4.87,4.586,8.434,13.543,35.665,81.237,107.304,92.908,47.188,21.153,13.669,3.537,468.541,28.01,61.07,397.4,0.207,NO
Agra,1990,24.021,21.377,55.05,69.745,185.013,511.257,566.781,509.585,345.575,123.676,71.218,25.55,2461.31,26.61,72.15,46.38,0.67,YES
Madurai,2024,10.929,10.039,14.793,28.486,63.452,207.995,291.261,218.649,118.863,53.487,31.211,10.967,1042.424,18.92,57.43,441.26,0.29,NO
Malda,2000,3.466,3.704,6.463,8.063,19.899,65.653,79.72,70.271,43.403,16.444,8.602,3.461,327.692,30.06,41.28,157.09,0.125,NO
Gaya,2023,3.86,3.993,6.965,14.622,21.696,75.798,100.578,81.304,45.101,19.94,12.284,3.795,375.48,30.91,48.54,171.18,0.164,YES
Churu,2005,29.51,30.701,57.825,98.098,222.101,559.341,669.457,621.636,349.187,135.701,82.401,30.721,2885.085,29.26,94.15,66.15,0.845,YES
Nadia,1998,17.5,21.007,33.044,52.3,116.52,322.317,422.296,348.392,210.99,71.9,48.488,18.683,1835.305,17.68,74.91,464.8,0.511,YES
Solapur,2021,5.791,6.877,12.156,19.792,41.976,135.97,119.371,125.894,86.178,26.604,20.091,6.472,622.831,26.84,60.12,330.22,0.24,NO
Meerut,2004,4.865,5.872,11.736,16.869,44.257,124.879,153.43,129.404,62.569,26.889,15.902,5.385,567.474,37.64,51.6,215.33,0.207,NO
Mumbai,2001,20.231,20.989,40.916,56.891,160.768,388.293,615.698,459.892,225.253,106.178,54.796,23.989,2127.792,26.44,78.99,43.04,0.641,NO
Solapur,2022,8.067,8.036,16.483,23.772,52.723,159.71,226.861,152.286,110.244,38.412,24.624,9.644,806.309,30.14,64.3,500.8,0.27,NO
Vellore,2003,27.247,26.704,54.952,85.1,165.428,541.516,661.399,404.066,317.158,116.185,78.242,28.329,2579.063,27.96,86.54,70.67,0.754,YES
Jamnagar,1997,23.044,25.116,48.671,84.955,168.142,519.399,675.57,546.979,275.463,123.857,88.465,25.378,2541.796,27.57,78.54,2.49,0.72,YES
Aurangabad,1997,9.92,10.844,17.865,29.223,68.958,155.434,233.873,206.909,90.892,44.455,27.29,8.904,899.348,26.52,75.24,242.78,0.371,NO
Allahabad,2016,8.564,7.769,18.153,24.264,56.769,141.804,187.37,200.623,105.688,46.929,23.892,7.04,873.948,23.85,61.93,195.46,0.313,YES
Durgapur,2001,16.115,13.946,32.079,57.696,119.541,394.935,455.777,381.735,201.935,74.235,46.487,19.361,1724.76,20.42,81.38,953.15,0.454,YES
Nizamabad,1990,15.938,13.506,33.35,39.655,114.659,305.062,418.438,304.895,201.525,66.305,48.545,14.963,1565.822,22.9,83.23,604.84,0.48,YES
Tinsukia,2000,13.198,12.331,23.169,37.767,100.08,239.088,324.42,237.314,122.679,64.09,49.618,11.021,1272.253,29.61,73.24,141.57,0.444,NO
Darbhanga,2020,6.66,4.636,12.087,15.692,44.379,114.828,142.986,107.774,57.25,29.491,16.936,5.824,607.702,30.6,71.37,274.84,0.296,YES
Noida,2006,23.214,22.016,48.644,70.536,182.145,595.109,614.621,533.943,292.056,125.776,69.759,23.79,2403.649,26.13,86.96,52.42,0.726,YES
Darjeeling,2022,12.539,15.553,29.881,41.908,85.576,267.627,373.491,339.072,164.723,76.455,41.574,15.36,1362.178,20.17,76.37,670.94,0.403,NO
Ajmer,2021,5.065,5.853,13.209,16.874,46.731,128.586,134.395,105.128,79.407,28.347,18.334,6.808,640.4,38.71,37.97,106.19,0.174,NO
Dindigul,2018,4.599,4.44,7.867,15.996,35.069,86.756,105.445,87.52,50.19,22.495,15.462,5.106,463.653,26.11,46.01,41.64,0.187,NO
Kanpur,2010,3.759,2.972,6.123,11.231,24.983,65.332,91.45,71.748,34.699,13.219,10.232,2.678,341.5,29.55,34.24,231.86,0.085,NO
Shivamogga,2010,6.688,6.335,11.612,15.854,38.241,84.386,171.7,122.89,71.027,35.668,16.368,5.906,602.757,25.15,41.7,160.71,0.177,NO
Erode,2012,14.731,19.127,30.749,48.376,128.789,350.979,331.478,306.672,188.654,80.432,48.993,14.398,1583.228,28.33,77.04,32.1,0.534,NO
Solapur,1995,30.115,27.288,55.645,89.129,187.923,511.552,629.383,510.714,308.42,105.646,73.504,23.267,2612.354,31.13,72.53,75.0,0.696,YES
Durgapur,2011,10.266,13.08,26.899,35.307,87.622,272.134,312.248,254.052,150.757,68.265,38.57,12.459,1287.822,32.86,69.21,0.0,0.448,YES
Kota,1997,5.019,4.828,11.168,16.703,36.863,115.271,131.875,108.807,59.63,29.506,16.064,5.473,526.932,26.01,58.35,252.52,0.225,NO
Ahmedabad,2024,4.269,4.276,8.702,10.108,30.94,78.769,103.552,79.243,55.11,19.522,12.346,3.965,424.023,26.69,37.71,342.13,0.101,NO
Udaipur,2000,2.904,2.908,5.494,8.88,22.38,57.017,79.404,66.058,37.121,13.816,7.755,3.391,313.673,36.32,51.4,0.0,0.189,NO
Jhansi,2013,33.856,33.465,60.428,90.719,200.828,572.774,679.883,536.958,286.067,156.915,92.836,28.218,2933.006,18.91,93.29,0.0,0.859,YES
Asansol,2010,32.317,35.124,48.871,91.013,200.539,666.65,680.436,635.177,368.247,160.097,79.89,27.603,2870.969,26.08,85.96,6.44,0.813,YES
Sivasagar,1991,4.245,4.488,8.243,9.799,31.571,91.088,95.263,87.5,50.764,18.363,13.17,4.015,403.196,33.88,34.74,79.48,0.12,NO
Karimnagar,2008,19.466,24.549,54.578,52.012,162.5,462.508,498.142,496.747,240.793,113.578,62.518,20.215,2252.545,22.89,84.48,80.01,0.683,YES
Mumbai,2017,30.851,27.63,67.112,89.436,226.142,642.436,832.094,577.648,352.618,135.53,90.487,27.369,2974.707,24.85,79.15,41.92,0.797,YES
Chitradurga,2006,12.616,10.291,21.671,35.839,83.305,200.638,266.22,219.602,133.662,57.761,36.552,11.17,1132.903,31.04,68.72,604.68,0.335,YES
Hyderabad,1995,5.585,5.099,12.729,17.284,37.631,124.275,143.463,113.105,66.434,30.479,19.278,6.086,553.354,18.05,83.13,243.9,0.344,YES
Churu,2008,17.469,19.745,33.918,47.631,131.762,398.425,435.309,405.663,178.647,86.26,47.781,15.893,1741.289,13.92,74.46,882.77,0.435,NO
Mangaluru,2017,23.994,28.216,54.482,82.285,175.981,467.562,621.916,413.234,333.464,98.881,71.285,24.068,2406.977,30.52,87.06,89.79,0.722,YES
Bhagalpur,1991,28.192,27.132,54.609,59.648,178.885,486.873,659.46,512.95,318.792,114.454,78.765,30.538,2599.054,32.87,76.24,0.0,0.72,YES
Jalpaiguri,1993,30.352,28.403,40.891,72.898,166.424,508.152,708.591,498.176,272.686,139.654,77.863,26.956,2502.418,32.3,77.59,53.28,0.702,YES
Goalpara,2011,18.125,15.904,29.035,50.458,111.273,331.654,469.861,335.808,233.889,84.734,47.973,14.387,1646.187,12.23,59.19,1217.62,0.303,NO
Noida,2015,18.95,16.837,39.049,54.975,127.851,373.858,474.179,369.434,269.944,85.52,61.3,20.862,1853.508,24.39,88.0,1446.11,0.44,NO
Dibrugarh,2002,3.849,4.353,8.965,13.207,30.699,91.98,85.522,85.714,49.757,20.085,14.127,4.775,432.833,30.32,28.4,289.45,0.068,NO
Surat,2021,20.643,20.113,32.633,56.416,144.144,277.33,538.72,324.214,202.636,99.777,66.445,16.804,1853.547,22.77,48.68,339.33,0.413,YES
Tezpur,2006,23.489,28.69,51.82,74.575,182.18,621.188,686.337,527.932,323.627,132.752,83.457,23.864,2549.091,25.19,81.13,88.87,0.721,NO
Silchar,2008,17.834,17.92,32.585,47.952,143.243,384.571,528.296,377.242,222.36,87.95,59.299,15.67,1795.59,22.1,91.4,1547.1,0.431,YES
Barpeta,2024,15.052,15.958,28.967,45.754,118.45,285.427,380.505,322.035,169.701,65.155,47.018,14.776,1460.702,27.75,40.97,397.46,0.298,NO
Jorhat,2017,19.491,19.875,34.466,57.163,146.573,390.748,463.354,361.953,240.886,105.934,64.643,18.456,1954.263,32.22,81.85,19.65,0.625,NO
Jodhpur,1990,5.621,4.89,8.084,14.678,30.45,100.659,124.238,81.972,66.362,22.616,11.867,5.454,483.504,27.5,30.76,215.18,0.098,NO
Karimnagar,2007,16.076,14.763,30.449,44.924,89.234,260.653,414.851,315.529,198.458,84.905,31.818,14.533,1515.119,18.54,88.42,1328.49,0.396,NO
Kolkata,2022,24.359,27.188,44.876,87.556,205.51,676.04,681.604,588.105,362.547,161.369,73.273,30.006,2754.004,30.42,80.85,41.66,0.764,YES
Jhansi,2001,23.938,19.3,48.197,74.19,133.975,456.943,580.083,462.651,293.536,108.211,61.507,24.145,2302.26,25.62,87.78,70.96,0.709,YES
Jalpaiguri,1997,13.25,13.166,28.374,33.078,78.806,179.719,268.633,192.813,132.659,65.048,38.008,11.073,1145.023,29.28,52.37,289.78,0.307,NO
